Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
Austria,Bundesliga,2014/2015,25/04/2015,15:00,Salzburg,Ried,2,1,H,1.24,7.4,11.5,1.25,8.1,13,1.22,6.54,10.49
Austria,Bundesliga,2014/2015,25/04/2015,17:30,Wolfsberger AC,Grodig,2,1,H,2.13,3.57,3.62,2.15,3.62,3.65,2.07,3.43,3.37
Austria,Bundesliga,2014/2015,25/04/2015,17:30,Neustadt,Sturm Graz,4,4,D,4.48,3.89,1.83,5.8,4.3,1.87,4.46,3.75,1.73
Austria,Bundesliga,2014/2015,25/04/2015,17:30,SK Rapid,Admira,1,1,D,1.38,5.5,8.49,1.41,5.5,10.5,1.35,4.94,8.1
Austria,Bundesliga,2014/2015,26/04/2015,15:30,Altach,Austria Vienna,2,0,H,3.1,3.56,2.36,3.15,3.66,2.37,3,3.39,2.25
Austria,Bundesliga,2014/2015,02/05/2015,15:00,Wolfsberger AC,Altach,2,0,H,2,3.67,3.95,2.15,3.7,3.95,2.02,3.44,3.53
Austria,Bundesliga,2014/2015,02/05/2015,17:30,Admira,Ried,1,0,H,2.64,3.5,2.76,2.64,3.51,2.86,2.52,3.3,2.69
Austria,Bundesliga,2014/2015,02/05/2015,17:30,Austria Vienna,Neustadt,2,1,H,1.37,5.55,8.8,1.5,5.55,10,1.36,4.91,7.65
Austria,Bundesliga,2014/2015,02/05/2015,17:30,Grodig,Salzburg,0,3,A,10.54,6.08,1.31,15,6.57,1.36,10.11,5.58,1.27
Austria,Bundesliga,2014/2015,03/05/2015,15:30,Sturm Graz,SK Rapid,2,2,D,3.11,3.56,2.37,3.25,3.56,2.65,2.86,3.33,2.39
Austria,Bundesliga,2014/2015,09/05/2015,15:00,Austria Vienna,Sturm Graz,0,0,D,2.31,3.57,3.2,2.31,3.6,3.6,2.19,3.41,3.11
Austria,Bundesliga,2014/2015,09/05/2015,17:30,Neustadt,Grodig,2,4,A,2.77,3.65,2.56,2.88,3.71,2.56,2.72,3.43,2.43
Austria,Bundesliga,2014/2015,09/05/2015,17:30,Ried,Wolfsberger AC,4,0,H,2.01,3.91,3.62,2.1,3.96,3.8,1.98,3.54,3.54
Austria,Bundesliga,2014/2015,09/05/2015,17:30,Salzburg,Admira,4,0,H,,,,1.13,12,27.1,1.11,8.69,19.34
Austria,Bundesliga,2014/2015,10/05/2015,15:30,Altach,SK Rapid,1,3,A,5.17,4.15,1.69,5.2,4.15,1.9,4.63,3.79,1.7
Austria,Bundesliga,2014/2015,16/05/2015,15:00,Altach,Salzburg,2,2,D,7.72,5.9,1.38,11,6.4,1.38,8.46,5.41,1.31
Austria,Bundesliga,2014/2015,16/05/2015,17:30,Wolfsberger AC,Sturm Graz,1,0,H,3.21,3.56,2.31,3.22,3.85,2.44,3.02,3.39,2.25
Austria,Bundesliga,2014/2015,16/05/2015,17:30,Admira,Neustadt,0,0,D,1.65,4.28,5.35,1.73,4.28,5.75,1.65,3.91,4.81
Austria,Bundesliga,2014/2015,16/05/2015,17:30,Grodig,Ried,3,2,H,2.85,3.54,2.55,2.86,3.6,2.65,2.68,3.37,2.49
Austria,Bundesliga,2014/2015,17/05/2015,15:30,SK Rapid,Austria Vienna,4,1,H,1.7,4.08,5.22,1.7,4.1,5.53,1.64,3.85,5.02
Austria,Bundesliga,2014/2015,19/05/2015,18:00,Ried,Altach,4,1,H,2.39,3.76,2.94,2.42,3.8,3.04,2.28,3.48,2.89
Austria,Bundesliga,2014/2015,20/05/2015,19:30,Austria Vienna,Admira,0,1,A,1.95,3.81,3.99,1.97,3.9,4.2,1.88,3.6,3.82
Austria,Bundesliga,2014/2015,20/05/2015,19:30,Neustadt,Wolfsberger AC,2,0,H,2.79,3.65,2.55,2.98,3.75,2.59,2.76,3.42,2.4
Austria,Bundesliga,2014/2015,20/05/2015,19:30,Sturm Graz,Salzburg,0,0,D,4.43,4.09,1.79,4.75,4.1,1.89,4.18,3.73,1.78
Austria,Bundesliga,2014/2015,24/05/2015,16:45,Admira,Sturm Graz,1,2,A,2.89,3.31,2.66,3,3.5,2.66,2.8,3.25,2.46
Austria,Bundesliga,2014/2015,24/05/2015,16:45,Altach,Grodig,2,0,H,1.72,4.34,4.6,1.75,4.4,4.75,1.71,3.89,4.39
Austria,Bundesliga,2014/2015,24/05/2015,16:45,SK Rapid,Neustadt,0,0,D,1.25,7.21,11.81,1.25,7.21,13.48,1.22,6.43,11.09
Austria,Bundesliga,2014/2015,24/05/2015,16:45,Ried,Austria Vienna,0,2,A,2.24,3.66,3.28,2.3,3.66,3.44,2.17,3.4,3.15
Austria,Bundesliga,2014/2015,24/05/2015,16:45,Salzburg,Wolfsberger AC,3,0,H,1.23,7.45,12.88,1.25,8,18.5,1.19,6.79,12.62
Austria,Bundesliga,2014/2015,27/05/2015,17:30,Grodig,SK Rapid,0,2,A,5.07,4.29,1.67,5.07,4.35,1.7,4.72,3.98,1.64
Austria,Bundesliga,2014/2015,31/05/2015,15:30,Wolfsberger AC,SK Rapid,0,5,A,4.43,3.96,1.83,4.43,4,2.2,3.61,3.63,1.93
Austria,Bundesliga,2014/2015,31/05/2015,15:30,Austria Vienna,Salzburg,1,1,D,3.55,3.73,2.1,4,3.9,2.13,3.42,3.6,2
Austria,Bundesliga,2014/2015,31/05/2015,15:30,Grodig,Admira,0,1,A,3.87,3.58,2.04,3.87,3.69,2.17,3.54,3.38,2.02
Austria,Bundesliga,2014/2015,31/05/2015,15:30,Neustadt,Altach,0,1,A,2.15,3.87,3.33,2.25,3.87,3.33,2.13,3.56,3.1
Austria,Bundesliga,2014/2015,31/05/2015,15:30,Sturm Graz,Ried,0,0,D,1.67,4.3,5.22,1.69,4.35,5.5,1.61,3.95,5.01
Austria,Bundesliga,2015/2016,25/07/2015,15:00,Mattersburg,Salzburg,2,1,H,6.1,4.67,1.54,7,4.7,1.57,5.72,4.24,1.51
Austria,Bundesliga,2015/2016,25/07/2015,17:30,Grodig,Altach,2,1,H,2.67,3.53,2.72,2.67,3.7,2.8,2.5,3.33,2.69
Austria,Bundesliga,2015/2016,25/07/2015,17:30,SK Rapid,Ried,3,0,H,1.37,5.27,9.25,1.45,5.6,11.5,1.33,4.95,8.77
Austria,Bundesliga,2015/2016,25/07/2015,17:30,Sturm Graz,Admira,1,1,D,1.46,4.65,7.95,1.46,4.8,9.3,1.41,4.33,7.53
Austria,Bundesliga,2015/2016,26/07/2015,15:30,Wolfsberger AC,Austria Vienna,0,2,A,3.14,3.45,2.4,3.3,3.48,2.4,2.99,3.25,2.33
Austria,Bundesliga,2015/2016,01/08/2015,15:00,Salzburg,SK Rapid,1,2,A,2.13,3.5,3.7,2.15,3.7,3.78,2.04,3.42,3.45
Austria,Bundesliga,2015/2016,01/08/2015,17:30,Admira,Mattersburg,2,1,H,2.88,3.42,2.59,2.92,3.42,2.69,2.71,3.23,2.53
Austria,Bundesliga,2015/2016,02/08/2015,15:30,Austria Vienna,Altach,3,1,H,1.45,4.67,8.29,1.47,4.67,8.6,1.42,4.27,7.41
Austria,Bundesliga,2015/2016,02/08/2015,15:30,Ried,Wolfsberger AC,0,0,D,2.06,3.59,3.82,2.25,3.6,3.82,2.03,3.41,3.51
Austria,Bundesliga,2015/2016,02/08/2015,18:00,Sturm Graz,Grodig,1,1,D,1.64,4.19,5.71,1.64,4.25,6.2,1.57,3.95,5.53
Austria,Bundesliga,2015/2016,08/08/2015,15:00,Grodig,Austria Vienna,2,2,D,4.11,3.69,1.95,4.11,3.8,2,3.74,3.49,1.92
Austria,Bundesliga,2015/2016,08/08/2015,17:30,Admira,Salzburg,2,2,D,5.61,4.41,1.61,5.8,4.45,1.75,5.17,4.05,1.58
Austria,Bundesliga,2015/2016,08/08/2015,17:30,Mattersburg,Ried,4,1,H,2.02,3.72,3.81,2.05,3.8,4.05,1.93,3.52,3.73
Austria,Bundesliga,2015/2016,09/08/2015,15:30,Altach,Sturm Graz,0,1,A,3.1,3.43,2.43,3.2,3.6,2.64,2.86,3.31,2.38
Austria,Bundesliga,2015/2016,09/08/2015,18:00,SK Rapid,Wolfsberger AC,2,1,H,1.27,6.3,12.6,1.3,6.3,15,1.26,5.43,11.62
Austria,Bundesliga,2015/2016,11/08/2015,17:30,Ried,Salzburg,1,4,A,7.25,4.82,1.47,8.15,5,1.55,6.42,4.48,1.45
Austria,Bundesliga,2015/2016,12/08/2015,19:30,Wolfsberger AC,Sturm Graz,0,2,A,3.28,3.59,2.27,3.5,3.59,2.3,3.16,3.33,2.2
Austria,Bundesliga,2015/2016,12/08/2015,19:30,Altach,Mattersburg,3,1,H,2.21,3.69,3.33,2.55,3.69,3.35,2.17,3.48,3.08
Austria,Bundesliga,2015/2016,12/08/2015,19:30,Austria Vienna,SK Rapid,2,5,A,3.46,3.63,2.17,3.46,3.63,2.4,3.08,3.37,2.23
Austria,Bundesliga,2015/2016,12/08/2015,19:30,Grodig,Admira,2,3,A,2.02,3.81,3.74,2.15,3.9,3.79,2.01,3.53,3.44
Austria,Bundesliga,2015/2016,15/08/2015,15:00,Austria Vienna,Mattersburg,5,1,H,1.57,4.36,6.29,1.57,4.85,7,1.52,4.09,5.89
Austria,Bundesliga,2015/2016,15/08/2015,17:30,Wolfsberger AC,Grodig,3,2,H,2.06,3.75,3.66,2.24,3.78,3.66,2.05,3.47,3.41
Austria,Bundesliga,2015/2016,15/08/2015,17:30,Admira,Ried,3,1,H,2.12,3.69,3.55,2.15,3.75,3.94,2.02,3.43,3.52
Austria,Bundesliga,2015/2016,15/08/2015,17:30,Salzburg,Altach,2,0,H,1.19,7.9,16.6,1.25,7.98,21,1.18,6.82,13.46
Austria,Bundesliga,2015/2016,16/08/2015,15:30,Sturm Graz,SK Rapid,2,2,D,3.31,3.51,2.28,3.31,3.7,2.39,3.03,3.37,2.24
Austria,Bundesliga,2015/2016,22/08/2015,15:00,SK Rapid,Grodig,3,0,H,1.32,6.34,9.29,1.32,6.34,10.5,1.29,5.54,8.96
Austria,Bundesliga,2015/2016,22/08/2015,17:30,Mattersburg,Wolfsberger AC,1,0,H,2.18,3.5,3.57,2.2,3.6,3.6,2.1,3.38,3.34
Austria,Bundesliga,2015/2016,22/08/2015,17:30,Ried,Sturm Graz,1,0,H,4.03,3.82,1.94,4.5,3.82,1.98,3.85,3.56,1.89
Austria,Bundesliga,2015/2016,23/08/2015,15:30,Salzburg,Austria Vienna,2,2,D,1.83,3.98,4.38,2,4.05,4.75,1.81,3.75,3.97
Austria,Bundesliga,2015/2016,23/08/2015,18:00,Altach,Admira,1,2,A,2.16,3.58,3.57,2.2,3.58,3.61,2.1,3.39,3.33
Austria,Bundesliga,2015/2016,29/08/2015,15:00,Admira,Austria Vienna,0,1,A,4.1,3.8,1.93,4.33,3.9,2,3.93,3.61,1.86
Austria,Bundesliga,2015/2016,29/08/2015,17:30,Grodig,Ried,4,1,H,2.48,3.65,2.87,2.49,3.65,3.2,2.34,3.38,2.88
Austria,Bundesliga,2015/2016,29/08/2015,17:30,SK Rapid,Mattersburg,2,4,A,1.25,6.93,12.66,1.3,6.93,12.66,1.24,6.04,10.56
Austria,Bundesliga,2015/2016,30/08/2015,15:30,Sturm Graz,Salzburg,2,3,A,2.48,3.53,2.94,3,3.6,2.94,2.53,3.38,2.63
Austria,Bundesliga,2015/2016,30/08/2015,18:00,Wolfsberger AC,Altach,0,2,A,2.07,3.55,3.82,2.07,3.6,3.91,2.01,3.42,3.57
Austria,Bundesliga,2015/2016,12/09/2015,15:00,Altach,SK Rapid,2,0,H,4.92,4.05,1.74,5.5,4.25,1.81,4.67,3.81,1.68
Austria,Bundesliga,2015/2016,12/09/2015,17:30,Admira,Wolfsberger AC,1,0,H,2.17,3.5,3.6,2.19,3.6,3.6,2.09,3.38,3.37
Austria,Bundesliga,2015/2016,12/09/2015,17:30,Austria Vienna,Ried,1,1,D,1.46,4.8,7.67,1.46,5.2,9.32,1.38,4.64,7.67
Austria,Bundesliga,2015/2016,12/09/2015,17:30,Salzburg,Grodig,4,2,H,1.22,7.92,13.23,1.25,8.3,17,1.18,7.11,12.45
Austria,Bundesliga,2015/2016,13/09/2015,15:30,Mattersburg,Sturm Graz,2,0,H,3.04,3.62,2.41,3.1,3.62,2.42,2.95,3.37,2.3
Austria,Bundesliga,2015/2016,19/09/2015,15:00,Sturm Graz,Austria Vienna,2,0,H,2.25,3.59,3.32,2.36,3.59,3.35,2.19,3.38,3.14
Austria,Bundesliga,2015/2016,19/09/2015,17:30,Wolfsberger AC,Salzburg,1,1,D,6.96,4.88,1.48,7,5,1.51,6.38,4.48,1.45
Austria,Bundesliga,2015/2016,19/09/2015,17:30,Grodig,Mattersburg,1,1,D,2.73,3.7,2.58,2.73,3.75,2.64,2.6,3.47,2.5
Austria,Bundesliga,2015/2016,19/09/2015,17:30,Ried,Altach,2,0,H,2.14,3.61,3.57,2.22,3.67,3.6,2.09,3.4,3.34
Austria,Bundesliga,2015/2016,20/09/2015,15:30,SK Rapid,Admira,2,0,H,1.36,5.66,9.01,1.4,5.8,9.5,1.33,5.12,8.21
Austria,Bundesliga,2015/2016,26/09/2015,15:00,Ried,SK Rapid,0,1,A,4.83,4.02,1.76,5.09,4.05,1.78,4.67,3.73,1.7
Austria,Bundesliga,2015/2016,26/09/2015,17:30,Altach,Grodig,1,0,H,1.99,3.75,3.9,1.99,3.88,4.15,1.92,3.59,3.72
Austria,Bundesliga,2015/2016,26/09/2015,17:30,Austria Vienna,Wolfsberger AC,1,0,H,1.5,4.49,7.45,1.53,4.55,7.45,1.48,4.14,6.48
Austria,Bundesliga,2015/2016,26/09/2015,17:30,Salzburg,Mattersburg,4,2,H,1.29,6.52,10.26,1.3,6.7,11,1.26,5.89,9.43
Austria,Bundesliga,2015/2016,27/09/2015,15:30,Admira,Sturm Graz,0,1,A,4.18,3.76,1.93,4.18,3.8,2.1,3.76,3.53,1.91
Austria,Bundesliga,2015/2016,03/10/2015,15:00,Grodig,Sturm Graz,3,0,H,4.29,3.79,1.89,4.29,3.8,1.97,3.95,3.56,1.86
Austria,Bundesliga,2015/2016,03/10/2015,17:30,Wolfsberger AC,Ried,1,1,D,2.25,3.4,3.49,2.29,3.7,3.49,2.16,3.31,3.26
Austria,Bundesliga,2015/2016,03/10/2015,17:30,Altach,Austria Vienna,1,2,A,2.89,3.48,2.56,3.1,3.5,2.6,2.82,3.29,2.42
Austria,Bundesliga,2015/2016,03/10/2015,17:30,Mattersburg,Admira,0,4,A,1.92,3.9,4.06,2,3.9,4.13,1.87,3.63,3.82
Austria,Bundesliga,2015/2016,04/10/2015,15:30,SK Rapid,Salzburg,1,2,A,2.71,3.6,2.64,2.71,3.7,2.79,2.54,3.48,2.55
Austria,Bundesliga,2015/2016,17/10/2015,15:00,Salzburg,Admira,8,0,H,1.21,8.21,13.33,1.21,8.3,19,1.18,7.21,12.7
Austria,Bundesliga,2015/2016,17/10/2015,17:30,Austria Vienna,Grodig,2,1,H,1.51,4.64,6.84,1.57,4.64,6.84,1.51,4.23,5.96
Austria,Bundesliga,2015/2016,17/10/2015,17:30,Ried,Mattersburg,0,1,A,2.22,3.6,3.37,2.26,3.7,3.37,2.16,3.44,3.17
Austria,Bundesliga,2015/2016,17/10/2015,17:30,Sturm Graz,Altach,3,1,H,1.61,4.1,6.17,1.64,4.1,6.25,1.58,3.84,5.69
Austria,Bundesliga,2015/2016,18/10/2015,15:30,Wolfsberger AC,SK Rapid,2,1,H,4.5,3.79,1.85,4.6,3.79,1.89,4.24,3.55,1.8
Austria,Bundesliga,2015/2016,24/10/2015,15:00,Mattersburg,Altach,2,1,H,1.99,3.72,3.93,2.1,4,4,1.96,3.53,3.64
Austria,Bundesliga,2015/2016,24/10/2015,17:30,Admira,Grodig,0,0,D,2.35,3.46,3.27,2.35,3.6,3.3,2.21,3.38,3.1
Austria,Bundesliga,2015/2016,24/10/2015,17:30,Salzburg,Ried,2,1,H,1.15,9.92,18.16,1.17,9.92,23,1.14,8.03,16.08
Austria,Bundesliga,2015/2016,24/10/2015,17:30,Sturm Graz,Wolfsberger AC,2,0,H,1.76,3.84,5.11,1.77,3.9,6.2,1.64,3.74,5.16
Austria,Bundesliga,2015/2016,25/10/2015,15:30,SK Rapid,Austria Vienna,1,2,A,1.94,3.81,4.03,2.02,3.81,4.25,1.9,3.55,3.85
Austria,Bundesliga,2015/2016,31/10/2015,15:00,SK Rapid,Sturm Graz,2,1,H,1.91,3.73,4.29,1.92,3.75,4.33,1.85,3.54,4.08
Austria,Bundesliga,2015/2016,31/10/2015,17:30,Altach,Salzburg,1,0,H,8.29,5.1,1.41,8.29,5.1,1.45,7.17,4.67,1.4
Austria,Bundesliga,2015/2016,31/10/2015,17:30,Grodig,Wolfsberger AC,1,0,H,2.37,3.52,3.13,2.4,3.55,3.15,2.29,3.34,3
Austria,Bundesliga,2015/2016,31/10/2015,17:30,Ried,Admira,1,1,D,2.07,3.62,3.76,2.1,3.66,3.8,2,3.44,3.57
Austria,Bundesliga,2015/2016,01/11/2015,15:30,Mattersburg,Austria Vienna,1,2,A,3.05,3.78,2.31,3.12,3.83,2.4,2.94,3.51,2.25
Austria,Bundesliga,2015/2016,07/11/2015,15:00,Austria Vienna,Salzburg,1,1,D,4.13,3.97,1.88,4.2,4,2.1,3.81,3.69,1.87
Austria,Bundesliga,2015/2016,07/11/2015,17:30,Wolfsberger AC,Mattersburg,2,1,H,2.18,3.57,3.5,2.25,3.65,3.5,2.16,3.41,3.2
Austria,Bundesliga,2015/2016,07/11/2015,17:30,Admira,Altach,1,1,D,2.38,3.46,3.17,2.38,3.6,3.25,2.25,3.37,3.05
Austria,Bundesliga,2015/2016,07/11/2015,17:30,Sturm Graz,Ried,3,2,H,1.53,4.46,6.84,1.57,4.46,7,1.51,4.07,6.28
Austria,Bundesliga,2015/2016,08/11/2015,15:30,Grodig,SK Rapid,2,1,H,3.85,3.72,2.01,3.85,3.74,2.13,3.55,3.51,1.99
Austria,Bundesliga,2015/2016,21/11/2015,15:00,Austria Vienna,Admira,1,1,D,1.53,4.6,6.59,1.53,4.8,7.5,1.47,4.28,6.45
Austria,Bundesliga,2015/2016,21/11/2015,17:30,Altach,Wolfsberger AC,2,1,H,2.23,3.41,3.52,2.29,3.5,3.52,2.2,3.27,3.24
Austria,Bundesliga,2015/2016,21/11/2015,17:30,Mattersburg,SK Rapid,1,6,A,4.53,3.94,1.81,4.75,4,2.1,4.08,3.67,1.82
Austria,Bundesliga,2015/2016,21/11/2015,17:30,Ried,Grodig,1,0,H,2.35,3.59,3.12,2.39,3.59,3.3,2.24,3.35,3.08
Austria,Bundesliga,2015/2016,22/11/2015,15:30,Salzburg,Sturm Graz,3,1,H,1.35,5.88,8.58,1.45,5.88,9,1.35,5.11,7.91
Austria,Bundesliga,2015/2016,28/11/2015,15:00,Sturm Graz,Mattersburg,0,0,D,1.46,4.81,7.58,1.6,4.9,7.58,1.47,4.35,6.41
Austria,Bundesliga,2015/2016,28/11/2015,17:30,Wolfsberger AC,Admira,4,0,H,1.97,3.56,4.2,2.1,3.7,4.2,1.94,3.43,3.79
Austria,Bundesliga,2015/2016,28/11/2015,17:30,Grodig,Salzburg,1,1,D,9.02,5.59,1.36,10,5.7,1.38,8.01,5.11,1.34
Austria,Bundesliga,2015/2016,29/11/2015,15:30,Ried,Austria Vienna,4,2,H,3.2,3.6,2.3,3.5,3.65,2.3,3.15,3.41,2.18
Austria,Bundesliga,2015/2016,29/11/2015,18:00,SK Rapid,Altach,3,1,H,1.38,5.32,8.83,1.41,5.5,8.83,1.37,4.8,7.75
Austria,Bundesliga,2015/2016,01/12/2015,18:00,Salzburg,Wolfsberger AC,1,1,D,1.25,6.8,13.1,1.25,8,15,1.2,6.44,11.97
Austria,Bundesliga,2015/2016,02/12/2015,17:30,Admira,SK Rapid,2,1,H,6.09,4.47,1.57,6.22,4.47,1.8,5.58,4.08,1.55
Austria,Bundesliga,2015/2016,02/12/2015,17:30,Altach,Ried,1,3,A,2.15,3.46,3.68,2.15,3.54,3.82,2.08,3.34,3.43
Austria,Bundesliga,2015/2016,02/12/2015,17:30,Mattersburg,Grodig,0,2,A,2.1,3.75,3.54,2.2,3.84,3.7,2.05,3.51,3.35
Austria,Bundesliga,2015/2016,02/12/2015,19:30,Austria Vienna,Sturm Graz,2,1,H,2.29,3.53,3.29,2.4,3.53,3.29,2.24,3.36,3.07
Austria,Bundesliga,2015/2016,05/12/2015,15:00,Wolfsberger AC,Austria Vienna,2,0,H,2.47,3.5,2.99,2.88,3.52,2.99,2.44,3.32,2.8
Austria,Bundesliga,2015/2016,05/12/2015,17:30,Grodig,Altach,0,3,A,2.11,3.54,3.72,2.25,3.58,3.85,2.06,3.37,3.48
Austria,Bundesliga,2015/2016,05/12/2015,17:30,SK Rapid,Ried,2,1,H,1.38,5.32,9.01,1.42,5.33,9.04,1.37,4.83,7.76
Austria,Bundesliga,2015/2016,05/12/2015,17:30,Sturm Graz,Admira,1,1,D,1.55,4.46,6.44,1.6,4.5,7,1.53,4.14,5.77
Austria,Bundesliga,2015/2016,06/12/2015,15:30,Mattersburg,Salzburg,0,0,D,7.25,5.43,1.42,7.6,5.5,1.45,6.82,4.84,1.4
Austria,Bundesliga,2015/2016,12/12/2015,15:00,Austria Vienna,Altach,1,2,A,1.68,4.09,5.4,1.7,4.15,5.6,1.65,3.87,4.96
Austria,Bundesliga,2015/2016,12/12/2015,17:30,Admira,Mattersburg,1,1,D,2.36,3.52,3.14,2.36,3.75,3.3,2.24,3.39,3.04
Austria,Bundesliga,2015/2016,12/12/2015,17:30,Ried,Wolfsberger AC,1,0,H,2.71,3.4,2.76,2.71,3.4,2.97,2.53,3.23,2.74
Austria,Bundesliga,2015/2016,12/12/2015,17:30,Sturm Graz,Grodig,2,0,H,1.68,4.03,5.45,1.7,4.15,6,1.63,3.84,5.15
Austria,Bundesliga,2015/2016,13/12/2015,15:30,Salzburg,SK Rapid,2,0,H,1.67,4.39,5.01,1.75,4.39,5.2,1.66,4,4.63
Austria,Bundesliga,2015/2016,06/02/2016,15:00,Altach,Sturm Graz,2,2,D,3.07,3.52,2.41,3.1,3.52,2.5,2.93,3.3,2.35
Austria,Bundesliga,2015/2016,06/02/2016,17:30,Grodig,Austria Vienna,0,1,A,3.42,3.58,2.21,3.42,3.58,2.3,3.22,3.35,2.17
Austria,Bundesliga,2015/2016,06/02/2016,17:30,Mattersburg,Ried,3,3,D,2.14,3.62,3.57,2.22,3.65,3.57,2.08,3.41,3.39
Austria,Bundesliga,2015/2016,06/02/2016,17:30,SK Rapid,Wolfsberger AC,3,0,H,1.62,4.1,6.16,1.64,4.4,6.7,1.56,3.91,5.87
Austria,Bundesliga,2015/2016,07/02/2016,15:30,Admira,Salzburg,1,2,A,5.7,4.44,1.6,7,4.8,1.6,5.84,4.2,1.52
Austria,Bundesliga,2015/2016,13/02/2016,15:00,Ried,Salzburg,1,0,H,5.51,3.97,1.69,5.99,4.35,1.71,5.19,3.8,1.63
Austria,Bundesliga,2015/2016,13/02/2016,17:30,Wolfsberger AC,Sturm Graz,0,0,D,2.79,3.35,2.72,2.82,3.4,2.74,2.68,3.19,2.61
Austria,Bundesliga,2015/2016,13/02/2016,17:30,Altach,Mattersburg,1,2,A,1.94,3.77,4.11,2,3.77,4.33,1.9,3.56,3.84
Austria,Bundesliga,2015/2016,13/02/2016,17:30,Grodig,Admira,2,2,D,2.45,3.42,3.09,2.47,3.45,3.11,2.36,3.25,2.95
Austria,Bundesliga,2015/2016,14/02/2016,15:30,Austria Vienna,SK Rapid,0,3,A,2.83,3.55,2.57,2.83,3.55,2.7,2.68,3.31,2.55
Austria,Bundesliga,2015/2016,20/02/2016,15:00,Austria Vienna,Mattersburg,2,2,D,1.63,4.25,5.64,1.64,4.45,5.7,1.6,4,5.19
Austria,Bundesliga,2015/2016,20/02/2016,17:30,Wolfsberger AC,Grodig,2,0,H,1.85,3.78,4.52,1.92,3.78,4.57,1.83,3.53,4.19
Austria,Bundesliga,2015/2016,20/02/2016,17:30,Admira,Ried,0,0,D,2.25,3.53,3.35,2.33,3.6,3.35,2.2,3.35,3.16
Austria,Bundesliga,2015/2016,20/02/2016,17:30,Salzburg,Altach,2,0,H,1.34,5.75,9.6,1.37,5.75,11,1.31,5.15,9
Austria,Bundesliga,2015/2016,21/02/2016,15:30,Sturm Graz,SK Rapid,0,2,A,2.54,3.53,2.88,2.66,3.53,2.91,2.48,3.31,2.76
Austria,Bundesliga,2015/2016,27/02/2016,15:00,Ried,Sturm Graz,0,1,A,2.93,3.41,2.56,2.93,3.5,2.57,2.82,3.25,2.45
Austria,Bundesliga,2015/2016,27/02/2016,17:30,Altach,Admira,1,2,A,2.32,3.36,3.37,2.35,3.5,3.75,2.17,3.29,3.3
Austria,Bundesliga,2015/2016,27/02/2016,17:30,Mattersburg,Wolfsberger AC,1,1,D,3,3.45,2.49,3,3.5,2.7,2.78,3.29,2.46
Austria,Bundesliga,2015/2016,28/02/2016,13:00,SK Rapid,Grodig,3,2,H,1.39,5.28,8.62,1.39,5.32,9.3,1.35,4.87,8.11
Austria,Bundesliga,2015/2016,28/02/2016,15:30,Salzburg,Austria Vienna,4,1,H,1.46,4.69,7.9,1.55,4.85,8,1.44,4.4,6.91
Austria,Bundesliga,2015/2016,01/03/2016,18:00,Wolfsberger AC,Altach,1,0,H,1.76,3.77,5.23,1.9,3.78,5.23,1.75,3.56,4.62
Austria,Bundesliga,2015/2016,02/03/2016,17:30,Admira,Austria Vienna,0,3,A,3.06,3.42,2.46,3.06,3.5,2.65,2.84,3.26,2.43
Austria,Bundesliga,2015/2016,02/03/2016,17:30,Grodig,Ried,2,2,D,2.62,3.41,2.87,2.77,3.41,3.04,2.49,3.2,2.81
Austria,Bundesliga,2015/2016,02/03/2016,17:30,SK Rapid,Mattersburg,3,0,H,1.39,5.25,8.54,1.4,5.5,9.56,1.36,4.93,7.89
Austria,Bundesliga,2015/2016,02/03/2016,19:30,Sturm Graz,Salzburg,0,0,D,4.15,3.75,1.93,4.81,3.9,1.96,4.07,3.55,1.85
Austria,Bundesliga,2015/2016,05/03/2016,15:00,Salzburg,Grodig,3,0,H,1.23,7.29,13.11,1.25,7.4,13.15,1.22,6.37,11.44
Austria,Bundesliga,2015/2016,05/03/2016,17:30,Admira,Wolfsberger AC,0,2,A,2.62,3.27,2.96,2.65,3.36,2.96,2.53,3.16,2.78
Austria,Bundesliga,2015/2016,05/03/2016,17:30,Austria Vienna,Ried,3,1,H,1.78,3.91,4.81,1.8,3.91,5,1.76,3.67,4.4
Austria,Bundesliga,2015/2016,05/03/2016,17:30,Mattersburg,Sturm Graz,1,0,H,3.47,3.54,2.2,3.65,3.56,2.3,3.31,3.35,2.14
Austria,Bundesliga,2015/2016,06/03/2016,15:30,Altach,SK Rapid,0,0,D,4.72,3.84,1.81,4.95,4.15,1.92,4.26,3.62,1.79
Austria,Bundesliga,2015/2016,12/03/2016,15:00,Wolfsberger AC,Salzburg,1,1,D,5.61,4.03,1.67,5.61,4.22,1.85,4.87,3.77,1.68
Austria,Bundesliga,2015/2016,12/03/2016,17:30,Grodig,Mattersburg,0,1,A,2.19,3.54,3.51,2.19,3.75,3.6,2.12,3.41,3.3
Austria,Bundesliga,2015/2016,12/03/2016,17:30,SK Rapid,Admira,0,4,A,1.45,4.85,7.68,1.45,5.1,8.03,1.41,4.58,7.25
Austria,Bundesliga,2015/2016,12/03/2016,17:30,Ried,Altach,0,2,A,1.92,3.72,4.27,1.92,3.9,4.5,1.84,3.54,4.12
Austria,Bundesliga,2015/2016,13/03/2016,15:30,Sturm Graz,Austria Vienna,1,1,D,2.11,3.58,3.67,2.14,3.58,3.7,2.06,3.37,3.46
